,gene_1,gene_2,6,9,12,16,20,24
0,alx1,pmar1,0.9689213893967094,0.2944269190325973,0.051639555899819264,0.0,0.0,0.0
1,alx1,dri,1.0968921389396709,4.353312302839116,1.3426284533953008,0.8050089445438283,0.3839824465167305,0.06064281382656155
2,dri,pmar1,2.084095063985375,0.3785488958990536,0.10327911179963853,0.17889087656529518,0.16456390565002746,0.0
3,alx1,ets1,1.6636197440585008,4.2691903259726605,1.6266460108443066,0.4472271914132379,0.4388370817334065,0.0
4,ets1,pmar1,3.4917733089579523,0.9463722397476341,0.18073844564936745,0.0,0.0,0.0
5,dri,ets1,3.8208409506398535,5.068349106203996,1.6008262328943972,0.8944543828264758,1.7004936917169502,1.879927228623408
6,alx1,erg,0.0,0.0,0.0,0.0,0.0,0.0
7,erg,pmar1,0.0,0.0,0.0,0.0,0.0,0.0
8,dri,erg,0.0,0.0,0.0,0.0,0.0,0.0
9,erg,ets1,0.0,0.0,0.0,0.0,0.0,0.0
10,alx1,foxB,0.01828153564899452,0.06309148264984228,2.659437128840692,0.6261180679785331,0.2194185408667033,0.0
11,foxB,pmar1,0.07312614259597806,0.0,0.10327911179963853,0.0,0.0,0.0
12,dri,foxB,0.03656307129798903,0.06309148264984228,1.6266460108443066,0.7155635062611807,0.3839824465167305,1.0915706488781078
13,ets1,foxB,0.2376599634369287,0.10515247108307044,2.0914020139426803,0.6261180679785331,0.16456390565002746,0.1212856276531231
14,erg,foxB,0.0,0.0,0.0,0.0,0.0,0.0
15,alx1,foxN2,1.3345521023765996,3.8485804416403786,1.9106635682933129,0.8944543828264758,0.3291278113000549,0.06064281382656155
16,foxN2,pmar1,2.705667276051188,1.177707676130389,0.3614768912987349,0.0,0.27427317608337903,0.0
17,dri,foxN2,3.053016453382084,4.479495268138802,2.0397624580428606,1.9677996422182469,5.4854635216675804,5.882352941176469
18,ets1,foxN2,5.813528336380258,10.788643533123029,6.016008262328942,3.667262969588552,2.633022490400439,0.7277137659187386
19,erg,foxN2,0.0,0.0,0.0,0.0,0.0,0.0
20,foxB,foxN2,0.05484460694698354,0.08412197686645635,2.3237800154918657,0.6261180679785331,0.4388370817334065,0.2425712553062462
21,alx1,foxO,0.3290676416819013,1.0304942166140905,0.6713142266976504,0.26833631484794274,0.3291278113000549,0.0
22,foxO,pmar1,0.7678244972577696,0.6309148264984227,0.1549186676994578,0.0,0.10970927043335164,0.0
23,dri,foxO,0.4204753199268739,1.3038906414300735,1.3168086754453912,1.699463327370304,3.67526055951728,1.2128562765312312
24,ets1,foxO,2.321755027422303,2.544689800210305,1.1877097856958432,0.5366726296958855,1.3165112452002194,0.1212856276531231
25,erg,foxO,0.0,0.0,0.0,0.0,0.0,0.0
26,foxB,foxO,0.05484460694698354,0.021030494216614088,0.6971340046475601,0.0,0.27427317608337903,0.06064281382656155
27,foxN2,foxO,1.206581352833638,2.8391167192429023,3.5373095791376192,1.9677996422182469,2.1941854086670323,0.06064281382656155
28,alx1,hesC,0.9140767824497258,1.0515247108307046,1.110250451846114,0.4472271914132379,0.05485463521667582,0.0
29,hesC,pmar1,2.9250457038391224,1.6824395373291272,0.7745933384972892,0.26833631484794274,0.16456390565002746,0.0
30,dri,hesC,2.1937842778793417,0.9463722397476341,6.454944487477407,7.6923076923076925,7.789358200767965,3.9417828987265007
31,ets1,hesC,10.054844606946984,5.19453207150368,6.687322489026594,3.3989266547406083,1.0970927043335161,0.18192844147968465
32,erg,hesC,0.0,0.0,0.0,0.0,0.0,0.0
33,foxB,hesC,0.21937842778793412,0.021030494216614088,1.7557449005938548,0.35778175313059035,0.05485463521667582,0.06064281382656155
34,foxN2,hesC,5.027422303473491,6.372239747634069,20.630002581977795,8.855098389982109,3.5655512890839285,0.6670709520921769
35,foxO,hesC,3.4552102376599634,3.4700315457413247,6.764781822876322,3.3989266547406083,1.1519473395501922,0.18192844147968465
36,alx1,hex,1.1517367458866543,4.332281808622502,2.4012393493415956,0.26833631484794274,0.16456390565002746,0.06064281382656155
37,hex,pmar1,2.26691042047532,0.3364879074658254,0.18073844564936745,0.0,0.05485463521667582,0.0
38,dri,hex,2.8153564899451555,5.19453207150368,1.7299251226439452,0.8050089445438283,1.206801974766868,2.4257125530624624
39,ets1,hex,5.2285191956124315,5.678233438485805,3.7696875806868064,2.5044722719141324,3.071859572133845,1.0309278350515465
40,erg,hex,0.0,0.0,0.0,0.0,0.0,0.0
41,foxB,hex,0.16453382084095064,0.06309148264984228,3.253292021688613,0.26833631484794274,0.05485463521667582,0.06064281382656155
42,foxN2,hex,3.1627056672760516,5.699263932702419,5.318874257681384,1.8783542039356,2.7975863960504657,1.5767131594906003
43,foxO,hex,1.6819012797074957,1.4931650893796005,1.4459075651949391,0.26833631484794274,0.5485463521667581,0.3032140691328078
44,hesC,hex,5.2650822669104205,1.2407991587802314,3.718048024786986,1.2522361359570662,0.6582556226001097,0.6064281382656156
45,alx1,hnf6,0.8043875685557587,0.8201892744479496,0.5163955589981926,0.08944543828264759,0.05485463521667582,0.0
46,hnf6,pmar1,2.888482632541133,1.4721345951629865,0.2323780015491867,0.17889087656529518,0.10970927043335164,0.0
47,dri,hnf6,2.4497257769652654,0.9043112513144059,3.0467337980893365,5.813953488372092,15.523861766319255,13.523347483323224
48,ets1,hnf6,9.853747714808044,3.8485804416403786,2.0655822359927702,0.5366726296958855,0.7679648930334613,0.7883565797453002
49,erg,hnf6,0.0,0.0,0.0,0.0,0.0,0.0
50,foxB,hnf6,0.29250457038391225,0.042060988433228176,0.6971340046475601,0.0,0.10970927043335164,0.4851425106124924
51,foxN2,hnf6,4.149908592321755,3.154574132492113,2.4270591272915047,0.6261180679785331,1.9199122325836533,1.1522134627046696
52,foxO,hnf6,4.223034734917733,4.16403785488959,2.3754195713916864,1.3416815742397137,1.8102029621503013,0.4244996967859309
53,hesC,hnf6,19.323583180987203,12.092534174553098,15.156209656596953,8.407871198568872,5.540318156884257,1.0915706488781078
54,hex,hnf6,6.745886654478976,1.5141955835962144,0.9811515620965658,0.35778175313059035,0.603400987383434,0.3638568829593693
55,alx1,soxC,0.8409506398537478,0.8832807570977917,0.2323780015491867,0.0,0.0,0.0
56,pmar1,soxC,1.1882998171846435,0.35751840168243953,0.0774593338497289,0.0,0.05485463521667582,0.0
57,dri,soxC,1.4808043875685557,1.0094637223974765,0.5938548928479216,0.7155635062611807,1.9199122325836533,0.9702850212249848
58,ets1,soxC,3.1261425959780618,2.355415352260778,0.9295120061967468,1.073345259391771,0.5485463521667581,0.0
59,erg,soxC,0.0,0.0,0.0,0.0,0.0,0.0
60,foxB,soxC,0.07312614259597806,0.021030494216614088,0.2581977794990963,0.0,0.0,0.1212856276531231
61,foxN2,soxC,2.321755027422303,3.6172450052576237,2.168861347792409,1.162790697674419,1.6456390565002743,0.5457853244390539
62,foxO,soxC,0.7129798903107861,0.9043112513144059,0.5680351148980121,0.5366726296958855,0.5485463521667581,0.1212856276531231
63,hesC,soxC,2.888482632541133,2.7549947423764456,4.002065582235993,2.23613595706619,0.8776741634668129,0.1212856276531231
64,hex,soxC,1.773308957952468,1.135646687697161,0.4647560030983733,0.4472271914132379,0.3291278113000549,0.06064281382656155
65,hnf6,soxC,2.705667276051188,2.376445846477392,1.3942680092951203,0.8050089445438283,0.9325287986834888,0.6670709520921769
66,alx1,tel,0.7861060329067643,1.7245005257623556,0.2323780015491867,0.08944543828264759,0.05485463521667582,0.0
67,pmar1,tel,1.352833638025594,0.4416403785488959,0.051639555899819264,0.0,0.0,0.0
68,dri,tel,1.736745886654479,1.8717139852786544,0.5163955589981926,0.8050089445438283,1.9747668678003287,0.9702850212249848
69,ets1,tel,2.6325411334552102,3.9327024185068353,0.7487735605473793,1.162790697674419,0.603400987383434,0.2425712553062462
70,erg,tel,0.0,0.0,0.0,0.0,0.0,0.0
71,foxB,tel,0.03656307129798903,0.021030494216614088,0.2581977794990963,0.17889087656529518,0.05485463521667582,0.0
72,foxN2,tel,2.1572212065813527,6.624605678233439,1.6008262328943972,0.8944543828264758,1.0422380691168405,0.4851425106124924
73,foxO,tel,0.56672760511883,1.38801261829653,0.4131164471985541,0.17889087656529518,0.4388370817334065,0.1212856276531231
74,hesC,tel,1.9926873857404015,2.4395373291272344,2.272140459592048,1.3416815742397137,0.3291278113000549,0.2425712553062462
75,hex,tel,1.9012797074954293,2.481598317560463,0.6971340046475601,0.4472271914132379,0.7131102578167855,0.2425712553062462
76,hnf6,tel,2.2486288848263256,2.481598317560463,0.9036922282468371,0.5366726296958855,0.7679648930334613,0.4851425106124924
77,soxC,tel,1.206581352833638,1.0094637223974765,0.3614768912987349,0.35778175313059035,0.4388370817334065,0.0
78,alx1,tbr,2.029250457038392,4.5846477392218725,2.736896462690421,1.520572450805009,0.8776741634668129,0.0
79,pmar1,tbr,4.296160877513712,0.7781282860147214,0.20655822359927706,0.0,0.05485463521667582,0.0
80,dri,tbr,4.716636197440585,5.467928496319663,2.0655822359927702,1.520572450805009,1.0970927043335161,0.6064281382656156
81,ets1,tbr,11.060329067641682,9.610935856992636,4.570100697134005,3.488372093023256,2.249040043883708,0.18192844147968465
82,erg,tbr,0.0,0.0,0.0,0.0,0.0,0.0
83,foxB,tbr,0.2376599634369287,0.08412197686645635,3.718048024786986,1.4311270125223614,0.603400987383434,0.0
84,foxN2,tbr,7.202925045703839,16.55099894847529,8.520526723470178,3.1305903398926653,2.084476138233681,0.1212856276531231
85,foxO,tbr,2.6873857404021937,2.1240799158780237,1.5233668990446685,0.5366726296958855,1.2616566099835436,0.0
86,hesC,tbr,11.846435100548446,3.154574132492113,5.706170926930027,2.23613595706619,0.603400987383434,0.06064281382656155
